Price,Location,Posted,Size (sqft),Bedrooms,Bathrooms,Tenure,URL,Facilities
"RM 240,000","Kepong, Kuala Lumpur","2-storey Terraced House For Sale, listed 8 hours ago",700,2,1,Leasehold,https://www.mudah.my/best-price-strategic-double-storey-house-taman-beringin-kepong-111015245.htm,"Parking, Playground, Minimart"
"RM 2,580,000","Kepong, Kuala Lumpur","Semi-Detached House For Sale, listed 8 hours ago","3,500",6,6,Leasehold,https://www.mudah.my/brand-new-unit-areca-residence-semi-d-kepong-36x80-105799627.htm,"Parking, Security, Playground, Barbeque area, Minimart, Jogging Track"
"RM 2,250,000","Setapak, Kuala Lumpur","Bungalow House For Sale, listed 8 hours ago","6,533",7,9,Freehold,https://www.mudah.my/corner-gated-guarded-big-taman-melati-setapak-3-storey-bungalow-109372293.htm,"Parking, Security, Playground, Barbeque area, Minimart"
"RM 800,000","Segambut, Kuala Lumpur","Bungalow House For Sale, listed 8 hours ago","4,500",4,3,Leasehold,https://www.mudah.my/single-storey-bungalow-taman-sri-delima-jalan-kuching-segambut-kl-111278283.htm,"Parking, Playground"
"RM 470,000","Puchong, Kuala Lumpur","Semi-Detached House For Sale, listed 8 hours ago","1,500",4,3,Leasehold,https://www.mudah.my/booking-1k-semi-d-cluster-putra-perdana-nego-diskaun-100k-non-bumi-109982815.htm,"Parking, Playground, Jogging Track"
"RM 1,358,888","Kepong, Kuala Lumpur","Bungalow House For Sale, listed 8 hours ago","6,780",7,8,Freehold,https://www.mudah.my/last-13-unit-bungalow-individual-title-freehold-40-x-80-kuala-lumpur-111191265.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 1,358,000","Gombak, Kuala Lumpur","Bungalow House For Sale, listed 8 hours ago","6,780",7,7,Freehold,https://www.mudah.my/gombak-height-bungalow-individual-title-freehold-40x-80-kuala-lumpur-111253719.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 750,000","Cheras, Kuala Lumpur","2-storey Terraced House For Sale, listed 8 hours ago","1,760",4,3,Leasehold,https://www.mudah.my/fantastic-facing-open-double-storey-terrace-alam-damai-cheras-111155364.htm,"Parking, Playground, Minimart, Jogging Track"
"RM 1,800,000","Wangsa Maju, Kuala Lumpur","2-storey Terraced House For Sale, listed 9 hours ago","3,304",4,3,Leasehold,https://www.mudah.my/double-storey-corner-terrace-house-seksyen-5-wangsa-maju-111278030.htm,"Parking, Security, Playground"
"RM 900,000","Keramat, Kuala Lumpur","Bungalow House For Sale, listed 9 hours ago","4,288",4,2,Leasehold,https://www.mudah.my/4-288-sq-ft-single-storey-bungalow-jalan-enggang-utara-keramat-kl-110555417.htm,"Playground, Minimart"
"RM 850,000","Keramat, Kuala Lumpur","2-storey Terraced House For Sale, listed 9 hours ago","2,400",5,5,Leasehold,https://www.mudah.my/renovated-double-storey-terrace-au5d-taman-lembah-keramat-kl-111277772.htm,"Parking, Playground, Jogging Track"
"RM 900,000","Keramat, Kuala Lumpur","2.5-storey Terraced House For Sale, listed 9 hours ago","2,500",5,3,Leasehold,https://www.mudah.my/fully-renovated-2-5-storey-teres-taman-keramat-permai-au1-for-sale-111277490.htm,"Parking, Playground, Minimart"
"RM 4,500,000","Wangsa Maju, Kuala Lumpur","Bungalow House For Sale, listed 9 hours ago","6,500",8,8,Freehold,https://www.mudah.my/corner-lot-renovated-3-storey-bungalow-house-damaisari-wangsa-melawati-108242742.htm,Timeout
"RM 1,280,000","Setiawangsa, Kuala Lumpur","2-storey Terraced House For Sale, listed 9 hours ago","1,399",5,3,Freehold,https://www.mudah.my/2-storey-endlot-terrace-house-taman-setiawangsa-kuala-lumpur-109850054.htm,"Parking, Security"
"RM 1,100,000","Sentul, Kuala Lumpur","Bungalow House For Sale, listed 9 hours ago","2,884",5,3,Leasehold,https://www.mudah.my/5rooms-corner-lot-bungalow-double-storey-taman-batu-muda-sentul-111277033.htm,Parking
"RM 430,000","Ampang, Kuala Lumpur","1-storey Terraced House For Sale, listed 9 hours ago","1,200",3,2,Leasehold,https://www.mudah.my/paling-murah-single-storey-ampang-taman-saga-kuala-lumpur-hot-area-111094196.htm,"Parking, Playground, Minimart"
"RM 950,000","Sri Petaling, Kuala Lumpur","2.5-storey Terraced House For Sale, listed 10 hours ago","1,721",4,2,Freehold,https://www.mudah.my/sri-petaling-2-5sty-freehold-111276665.htm,"Parking, Security"
"RM 1,150,000","Bangsar, Kuala Lumpur","Bungalow House For Sale, listed 23 hours ago","7,125",4,5,Leasehold,https://www.mudah.my/taman-bukit-piatu-mutiara-bungalow-melaka-town-near-mall-and-hospital-111202414.htm,Timeout
"RM 419,000","Setapak, Kuala Lumpur","Townhouse For Sale, listed 2 weeks ago","1,300",3,2,Freehold,https://www.mudah.my/booking-1k-ground-floor-facing-open-taman-melati-townhouse-setapak-111040402.htm,Timeout
"RM 475,000","Cheras, Kuala Lumpur","2-storey Terraced House For Sale, listed 4 days ago","1,000",2,1,Leasehold,https://www.mudah.my/fully-renovate-double-storey-house-for-sale-taman-muda-ampang-110251250.htm,Timeout
"RM 2,700,000","Taman Melawati, Kuala Lumpur","Bungalow House For Sale, listed 10 hours ago","5,200",7,6,Leasehold,https://www.mudah.my/3-storey-sunway-rydgeway-puncak-melawati-ulu-klang-111276661.htm,"Parking, Security, Swimming Pool, Playground, Sauna, Barbeque area, Multipurpose hall"
"RM 370,000","Cheras, Kuala Lumpur","1-storey Terraced House For Sale, listed 10 hours ago","1,200",2,2,Leasehold,https://www.mudah.my/single-storey-terrace-house-bandar-tun-razak-cheras-111276697.htm,Timeout
"RM 1,080,000","Cheras, Kuala Lumpur","Terraced House For Sale, listed 10 hours ago","2,950",4,3,Leasehold,https://www.mudah.my/corner-lot-2-storey-damai-bakti-alam-damai-cheras-kl-109078854.htm,Timeout
"RM 680,000","Taman Melawati, Kuala Lumpur","2-storey Terraced House For Sale, listed 10 hours ago","1,440",3,2,Freehold,https://www.mudah.my/taman-melawati-2-storey-freehold-house-sale-110250449.htm,Timeout
"RM 1,487,500","Sentul, Kuala Lumpur","Bungalow House For Sale, listed 10 hours ago","4,988",7,7,Freehold,https://www.mudah.my/freehold-individual-title-45-x90-bungalow-hilltop-7-rooms-7-bathrooms-111087321.htm,"Parking, Lift, Playground, Jogging Track"
"RM 1,489,500","Gombak, Kuala Lumpur","Bungalow House For Sale, listed 10 hours ago","4,895",7,7,Freehold,https://www.mudah.my/freehold-bungalow-individual-title-7-rooms-with-7-bathrooms-40-x95-111087219.htm,"Lift, Playground"
"RM 880,000","Pantai, Kuala Lumpur","2-storey Terraced House For Sale, listed 10 hours ago","1,540",4,3,Freehold,https://www.mudah.my/2-sty-house-pantai-permai-pantai-dalam-kuala-lumpur-109474405.htm,Timeout
"RM 475,000","Bandar Damai Perdana, Kuala Lumpur","2-storey Terraced House For Sale, listed 10 hours ago",850,3,2,Freehold,https://www.mudah.my/renovated-double-storey-bandar-damai-perdana-109054956.htm,Timeout
"RM 530,000","Kepong, Kuala Lumpur","1-storey Terraced House For Sale, listed 10 hours ago","1,733",3,2,Leasehold,https://www.mudah.my/endlot-single-storey-terrace-taman-ehsan-kepong-3r2b-1733-sqft-111116899.htm,Timeout
"RM 1,550,000","Bukit Jalil, Kuala Lumpur","3-storey Terraced House For Sale, listed 11 hours ago","3,300",5,6,Freehold,https://www.mudah.my/super-spacious-with-excellent-condition-selling-lock-stock-barrel-111237843.htm,"Parking, Playground"
"RM 850,000","Kepong, Kuala Lumpur","2.5-storey Terraced House For Sale, listed 11 hours ago","2,600",4,3,Leasehold,https://www.mudah.my/2-5-storey-house-for-sale-wangsa-permai-kepong-111275770.htm,"Parking, Security, Minimart"
"RM 560,000","Cheras, Kuala Lumpur","New 2-storey Terraced House For Sale, listed 11 hours ago","1,555",4,3,Freehold,https://www.mudah.my/zero-down-payment-semenyih-freehold-2-storey-landed-house-free-mot-110841222.htm,"Parking, Security, Sauna"
"RM 1,580,000","Setapak, Kuala Lumpur","Semi-Detached House For Sale, listed 11 hours ago","3,079",7,6,Freehold,https://www.mudah.my/freehold-renovated-2-5-storey-semi-d-house-suria-setapak-kl-111207009.htm,"Parking, Playground, Minimart"
"RM 1,500,000","Sentul, Kuala Lumpur","Semi-Detached House For Sale, listed 11 hours ago","5,000",6,6,Freehold,https://www.mudah.my/brand-new-3-storey-bungalow-semi-d-gombak-heights-near-selayang-111030828.htm,"Parking, Security, Lift"
"RM 650,000","Taman Melawati, Kuala Lumpur","2-storey Terraced House For Sale, listed 11 hours ago","1,300",4,3,Freehold,https://www.mudah.my/freehold-facing-open-teres-murah-di-fasa-5-taman-melawati-kl-110814987.htm,"Playground, Minimart"
"RM 4,700,000","Taman Melawati, Kuala Lumpur","Bungalow House For Sale, listed 11 hours ago","12,000",6,7,Freehold,https://www.mudah.my/endlot-biggest-land-4storey-bunglow-melawati-selangor-kuala-lumpur-107284183.htm,"Security, Lift, Swimming Pool, Playground, Barbeque area"
"RM 1,150,000","Keramat, Kuala Lumpur","2-storey Terraced House For Sale, listed 11 hours ago","4,000",5,3,Leasehold,https://www.mudah.my/for-sale-nice-corner-lot-double-storey-au5-lembah-keramat-kuala-lumpur-102426653.htm,Timeout
"RM 6,000,000","Ampang, Kuala Lumpur","Bungalow House For Sale, listed 11 hours ago","12,000",8,6,Freehold,https://www.mudah.my/freehold-huge-2-storey-bungalow-kemensah-heights-taman-melawati-ampang-107078642.htm,Timeout
"RM 770,000","Setiawangsa, Kuala Lumpur","2-storey Terraced House For Sale, listed 12 hours ago","1,400",3,3,Freehold,https://www.mudah.my/extended-freehold-double-storey-house-taman-setiawangsa-kl-109787416.htm,"Parking, Playground, Minimart"
"RM 838,000","Setiawangsa, Kuala Lumpur","2-storey Terraced House For Sale, listed 12 hours ago","1,300",4,3,Freehold,https://www.mudah.my/renovated-freehold-double-storey-house-taman-setiawangsa-kl-109093282.htm,"Parking, Playground, Minimart"
"RM 670,000","Keramat, Kuala Lumpur","2-storey Terraced House For Sale, listed 12 hours ago","1,760",4,3,Leasehold,https://www.mudah.my/extended-double-storey-house-au2-taman-sri-keramat-tengah-keramat-kl-110358694.htm,"Parking, Playground, Minimart"
"RM 800,000","Cheras, Kuala Lumpur","Semi-Detached House For Sale, listed 12 hours ago","4,500",4,4,Freehold,https://www.mudah.my/corner-below-market-cheras-111274817.htm,Timeout
"RM 6,500,000","Damansara Heights, Kuala Lumpur","Semi-Detached House For Sale, listed 12 hours ago","5,343",5,5,Freehold,https://www.mudah.my/damansara-height-semi-d-gated-guarded-renovated-107295918.htm,Timeout
"RM 720,000","Keramat, Kuala Lumpur","2-storey Terraced House For Sale, listed 12 hours ago","1,400",4,3,Leasehold,https://www.mudah.my/facing-open-renovated-double-storey-taman-keramat-au1-near-setiawangsa-111274585.htm,Parking
"RM 770,000","Setiawangsa, Kuala Lumpur","2-storey Terraced House For Sale, listed 12 hours ago","1,250",3,3,Freehold,https://www.mudah.my/freehold-renovated-double-storey-taman-setiwangsa-near-keramat-109842963.htm,Timeout
"RM 699,000","Setapak, Kuala Lumpur","2-storey Terraced House For Sale, listed 12 hours ago","1,400",4,3,Leasehold,https://www.mudah.my/hot-area-near-lrt-2-storey-terrace-taman-setapak-indah-setapak-111106840.htm,Parking
"RM 798,000","Others, Kuala Lumpur","2-storey Terraced House For Sale, listed 12 hours ago","1,650",4,3,Leasehold,https://www.mudah.my/renovated-extended-2-storey-au2-keramat-ulu-klang-111274462.htm,Timeout
"RM 365,000","Cheras, Kuala Lumpur","1-storey Terraced House For Sale, listed 12 hours ago","1,000",2,2,Leasehold,https://www.mudah.my/single-storey-terrace-jalan-mewah-bandar-tun-razak-cheras-111274321.htm,Timeout
"RM 650,000","Cheras, Kuala Lumpur","Others For Sale, listed 13 hours ago","1,278",3,2,Freehold,https://www.mudah.my/you-vista-you-city-cheras-110989446.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna"
"RM 380,000","Sentul, Kuala Lumpur","3-storey Terraced House For Sale, listed 13 hours ago",800,3,2,Leasehold,https://www.mudah.my/sentul-dato-senu-three-storey-terrace-house-sale-111273723.htm,Timeout
"RM 490,000","Keramat, Kuala Lumpur","2-storey Terraced House For Sale, listed 13 hours ago","1,680",2,2,Freehold,https://www.mudah.my/renovated-2-storey-terrace-house-taman-permata-ulu-kelang-kl-111273708.htm,Timeout
"RM 1,370,000","Cheras, Kuala Lumpur","2-storey Terraced House For Sale, listed 13 hours ago","2,300",5,4,Leasehold,https://www.mudah.my/renovated-double-storey-terrace-taman-maluri-cheras-kuala-lumpur-111273568.htm,Timeout
"RM 480,000","Cheras, Kuala Lumpur","1-storey Terraced House For Sale, listed 14 hours ago","1,000",3,2,Leasehold,https://www.mudah.my/single-storey-terrace-taman-jaya-bandar-tun-razak-kuala-lumpur-111273377.htm,Timeout
"RM 1,850,000","Ampang, Kuala Lumpur","Semi-Detached House For Sale, listed 14 hours ago","4,000",5,3,Freehold,https://www.mudah.my/spacious-semi-d-with-freehold-status-2sty-tropika-kemensah-ampang-109650845.htm,Timeout
"RM 830,000","Jalan Ipoh, Kuala Lumpur","2-storey Terraced House For Sale, listed 14 hours ago","1,200",5,4,Freehold,https://www.mudah.my/freehold-di-kl-facing-open-2-5sty-house-tmn-kok-lian-jln-ipoh-109660143.htm,Timeout
"RM 520,000","Cheras, Kuala Lumpur","1-storey Terraced House For Sale, listed 14 hours ago","1,600",3,2,Leasehold,https://www.mudah.my/fully-renovated-single-storey-111245288.htm,Parking
"RM 700,000","Setapak, Kuala Lumpur","1-storey Terraced House For Sale, listed 14 hours ago","1,150",3,2,Freehold,https://www.mudah.my/renovated-cantik-1st-sty-terrace-jalan-sayang-taman-setapak-kl-110524115.htm,"Parking, Security"
"RM 5,400,000","Bangsar, Kuala Lumpur","Bungalow House For Sale, listed 15 hours ago","6,980",8,5,Freehold,https://www.mudah.my/bangsar-2-storey-bungalow-110962831.htm,Security
"RM 950,000","Cheras, Kuala Lumpur","2-storey Terraced House For Sale, listed 16 hours ago","4,289",4,3,Freehold,https://www.mudah.my/2sty-corner-52x75-extra-land-2500sq-ft-at-tmn-minang-cheras-freehold-111025686.htm,"Parking, Barbeque area"
"RM 365,000","Cheras, Kuala Lumpur","1-storey Terraced House For Sale, listed 17 hours ago","1,200",2,2,Leasehold,https://www.mudah.my/murah-single-storey-cheras-bandar-tun-razak-111215590.htm,Timeout
"RM 680,000","Cheras, Kuala Lumpur","2-storey Terraced House For Sale, listed 3 weeks ago","1,680",5,2,Freehold,https://www.mudah.my/yulek-2-storey-house-below-mv-5r2b-24x70-f-hold-n-bumi-taman-cheras-108511622.htm,Timeout
"RM 1,300,000","Kepong, Kuala Lumpur","Terraced House For Sale, listed 1 day ago","3,207",4,3,Leasehold,https://www.mudah.my/taman-ehsan-kepong-corner-lot-newly-renovated-fully-extended-k-l-111271771.htm,"Parking, Jogging Track"
"RM 640,000","Ampang, Kuala Lumpur","2-storey Terraced House For Sale, listed 1 week ago","2,200",5,4,Freehold,https://www.mudah.my/lppsa-bank-full-loan-new-2-storey-house-cashback-free-legal-fees-mot-111146573.htm,"Parking, Security, Playground, Jogging Track"
"RM 340,000","Cheras, Kuala Lumpur","1-storey Terraced House For Sale, listed 17 hours ago",990,2,1,Leasehold,https://www.mudah.my/murah-single-storey-bandar-tun-razak-cheras-110966206.htm,Timeout
"RM 650,000","Cheras, Kuala Lumpur","2-storey Terraced House For Sale, listed 21 hours ago","1,080",4,3,Leasehold,https://www.mudah.my/2-storey-terrace-house-pandan-perdana-shamelin-cheras-102291587.htm,Timeout
"RM 1,900,000","Taman Melawati, Kuala Lumpur","Semi-Detached House For Sale, listed 21 hours ago","4,924",6,6,Freehold,https://www.mudah.my/4-924sqft-3-storey-semi-d-taman-zooview-kemensah-taman-melawati-kl-111097841.htm,"Parking, Security"
"RM 2,900,000","Taman Melawati, Kuala Lumpur","Twin Villas For Sale, listed 21 hours ago","7,046",8,7,Freehold,https://www.mudah.my/7-1-bedrooms-4-storey-courtyard-villa-house-contours-melawati-kl-111045971.htm,Parking
"RM 600,000","Ampang Hilir, Kuala Lumpur","2-storey Terraced House For Sale, listed 22 hours ago","1,120",3,2,Leasehold,https://www.mudah.my/renovated-double-storey-terrace-house-taman-muda-jalan-kencana-ampang-111272817.htm,Timeout
"RM 1,050,000","Cheras, Kuala Lumpur","2-storey Terraced House For Sale, listed 22 hours ago","2,400",5,4,Leasehold,https://www.mudah.my/great-location-end-lot-double-storey-damai-bakti-alam-damai-cheras-110871846.htm,Parking
"RM 675,000","Taman Melawati, Kuala Lumpur","2-storey Terraced House For Sale, listed 22 hours ago","1,600",4,2,Freehold,https://www.mudah.my/facing-open-dekat-sekolah-double-storey-teres-taman-melawati-f12-111027196.htm,Timeout
"RM 740,000","Sentul, Kuala Lumpur","2-storey Terraced House For Sale, listed 22 hours ago","1,000",4,3,Freehold,https://www.mudah.my/taman-kosmo-jaya-sentul-111272736.htm,Timeout
"RM 530,000","Setapak, Kuala Lumpur","2-storey Terraced House For Sale, listed 22 hours ago",880,3,2,Freehold,https://www.mudah.my/good-condition-double-storey-teres-house-taman-sri-rampai-setapak-kl-110774252.htm,Parking
"RM 450,000","Ampang, Kuala Lumpur","2-storey Terraced House For Sale, listed 23 hours ago","1,200",2,2,Leasehold,https://www.mudah.my/renovated-2-storey-terrace-jalan-pandan-indah-ampang-kl-110709007.htm,Parking
"RM 1,050,000","Cheras, Kuala Lumpur","2-storey Terraced House For Sale, listed 23 hours ago","2,400",5,4,Leasehold,https://www.mudah.my/cantik-fully-reno-2-storey-end-lot-taman-damai-bakti-cheras-110849211.htm,"Parking, Playground"
"RM 949,000","Kepong, Kuala Lumpur","2-storey Terraced House For Sale, listed 23 hours ago","1,760",4,3,Freehold,https://www.mudah.my/kepong-bukit-maluri-freehold-for-sale-110316260.htm,Security
"RM 1,150,000","Bangsar, Kuala Lumpur","Bungalow House For Sale, listed 23 hours ago","7,125",4,5,Leasehold,https://www.mudah.my/taman-bukit-piatu-mutiara-bungalow-melaka-town-near-mall-and-hospital-111202414.htm,Timeout
"RM 4,000,000","Taman Melawati, Kuala Lumpur","Bungalow House For Sale, listed 23 hours ago","6,425",6,7,Freehold,https://www.mudah.my/private-swimming-pool-bungalow-20-trees-taman-melawati-for-sale-111272313.htm,"Parking, Security, Swimming Pool, Playground, Club house"
"RM 1,160,000","Sentul, Kuala Lumpur","3-storey Terraced House For Sale, listed 23 hours ago","1,680",5,4,Freehold,https://www.mudah.my/sentul-bahagia-three-storey-terrace-house-sale-111272240.htm,Timeout
"RM 850,000","Taman Melawati, Kuala Lumpur","2-storey Terraced House For Sale, listed 23 hours ago","1,760",4,3,Freehold,https://www.mudah.my/22x80sqft-boleh-nego-double-storey-taman-melawati-kl-jalan-b-111096795.htm,Timeout
"RM 720,000","Sentul, Kuala Lumpur","2-storey Terraced House For Sale, listed 23 hours ago","1,300",5,3,Freehold,https://www.mudah.my/sentul-bahagia-double-stotrey-terrace-house-sale-111272210.htm,Timeout
"RM 480,000","Cheras, Kuala Lumpur","1-storey Terraced House For Sale, listed 23 hours ago","1,400",3,2,Leasehold,https://www.mudah.my/termurah-20x70-single-storey-taman-jaya-bandar-tun-razak-kl-111272128.htm,Parking
"RM 2,499,000","Sungai Besi, Kuala Lumpur","Terraced House For Sale, listed 23 hours ago","6,000",7,5,Leasehold,https://www.mudah.my/corner-unit-fully-furnished-unit-meadows-lakefield-for-sale-111272110.htm,"Parking, Security, Playground, Jogging Track"
"RM 900,000","Keramat, Kuala Lumpur","2.5-storey Terraced House For Sale, listed 1 day ago","1,400",5,3,Leasehold,https://www.mudah.my/renovated-20x70-2-5-storey-terrace-taman-keramat-permai-au1-kl-111272034.htm,Parking
"RM 9,000,000","Damansara, Kuala Lumpur","Bungalow House For Sale, listed 1 day ago","45,961",9,5,Freehold,https://www.mudah.my/freehold-near-surau-1-acre-4-storey-bungalow-bukit-lanjan-kuala-lumpur-104228169.htm,Parking
"RM 568,000","Cheras, Kuala Lumpur","Terraced House For Sale, listed 1 day ago","1,200",4,3,Leasehold,https://www.mudah.my/cheapest-below-mv-2-storey-terrace-taman-bukit-permai-cheras-kl-110333005.htm,Timeout
"RM 1,389,200","Wangsa Maju, Kuala Lumpur","Bungalow House For Sale, listed 1 day ago","5,000",7,8,Freehold,https://www.mudah.my/big-bungalow-near-wangsa-maju-7-rooms-no-downpayment-111210908.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 1,389,000","Kepong, Kuala Lumpur","Bungalow House For Sale, listed 1 day ago","4,990",7,7,Freehold,https://www.mudah.my/freehold-bungalow-with-7-beds-kepong-area-prime-location-111026517.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 1,300,000","Kepong, Kuala Lumpur","Terraced House For Sale, listed 1 day ago","3,207",4,3,Leasehold,https://www.mudah.my/taman-ehsan-kepong-corner-lot-newly-renovated-fully-extended-k-l-111271771.htm,"Parking, Jogging Track"
"RM 1,520,000","Ampang Hilir, Kuala Lumpur","Semi-Detached House For Sale, listed 1 day ago","4,300",6,6,Freehold,https://www.mudah.my/new-semi-d-3-storey-gombak-freehold-individual-30x110-limited-111271778.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 568,000","Ampang, Kuala Lumpur","2-storey Terraced House For Sale, listed 1 day ago","1,200",4,3,Leasehold,https://www.mudah.my/termurah-below-mv-2-storey-terrace-taman-bukit-permai-ampang-kl-110332931.htm,Timeout
"RM 400,000","Cheras, Kuala Lumpur","2-storey Terraced House For Sale, listed 1 day ago",796,2,1,Freehold,https://www.mudah.my/2-storey-16x50-terrace-house-taman-delima-cheras-basic-unit-lensen-110274523.htm,Timeout
"RM 1,350,000","Taman Melawati, Kuala Lumpur","2-storey Terraced House For Sale, listed 1 day ago","3,600",6,4,Freehold,https://www.mudah.my/cheapest-40-x-75-2-storey-corner-lot-taman-melawati-kl-110861252.htm,"Parking, Playground"
"RM 1,520,000","City Centre, Kuala Lumpur","Semi-Detached House For Sale, listed 1 day ago","5,000",5,5,Freehold,https://www.mudah.my/hilltop-3-storey-semi-d-freehold-individual-title-15min-to-klcc-111271613.htm,Timeout
"RM 1,830,000","Taman Melawati, Kuala Lumpur","Bungalow House For Sale, listed 1 day ago","4,850",6,6,Freehold,https://www.mudah.my/3-storey-bungalow-111271655.htm,Timeout
"RM 3,950,000","Ampang, Kuala Lumpur","Bungalow House For Sale, listed 1 day ago","9,800",5,6,Freehold,https://www.mudah.my/for-sale-bungalow-double-storey-with-pool-taman-hillview-ampang-jaya-107078999.htm,"Parking, Security"
"RM 4,000,000","Ampang, Kuala Lumpur","Bungalow House For Sale, listed 1 day ago","12,000",5,4,Freehold,https://www.mudah.my/freehold-12-000sqft-bungalow-kemensah-heights-taman-melawati-ampang-107078561.htm,Timeout
"RM 2,500,000","Cheras, Kuala Lumpur","Bungalow House For Sale, listed 1 day ago","8,000",6,7,Leasehold,https://www.mudah.my/3-5sty-bungalow-at-damai-jaya-cheras-under-market-price-107924929.htm,Timeout
"RM 1,490,000","Desa ParkCity, Kuala Lumpur","Semi-Detached House For Sale, listed 1 day ago","5,000",5,5,Freehold,https://www.mudah.my/50x100-new-semi-deteched-house-111271468.htm,Timeout
"RM 1,900,000","Ampang, Kuala Lumpur","Bungalow House For Sale, listed 1 day ago","5,000",6,6,Freehold,https://www.mudah.my/double-storey-bungalow-ampang-111271367.htm,Timeout
"RM 1,500,000","Taman Melawati, Kuala Lumpur","Townhouse For Sale, listed 1 day ago","2,400",4,4,Freehold,https://www.mudah.my/sunway-montana-townhouse-gated-guarded-upper-lower-taman-melawati-110309100.htm,Timeout
"RM 1,250,000","Cheras, Kuala Lumpur","2-storey Terraced House For Sale, listed 1 day ago","2,692",5,5,Freehold,https://www.mudah.my/bandar-damai-perdana-double-storey-superlink-cheras-kl-freehold-109742260.htm,"Parking, Security"
"RM 780,000","Batu, Kuala Lumpur","1-storey Terraced House For Sale, listed 1 day ago","1,750",5,2,Freehold,https://www.mudah.my/1-storey-terrace-house-jalan-tun-razak-kl-town-near-mrt-kl-109742913.htm,Parking
"RM 980,000","Sri Damansara, Kuala Lumpur","2-storey Terraced House For Sale, listed 1 day ago","2,200",5,3,Freehold,https://www.mudah.my/dekat-masjid-facing-open-double-storey-bandar-sri-damansara-sd8-kl-111069574.htm,Timeout
"RM 475,000","Cheras, Kuala Lumpur","2-storey Terraced House For Sale, listed 4 days ago","1,000",2,1,Leasehold,https://www.mudah.my/fully-renovate-double-storey-house-for-sale-taman-muda-ampang-110251250.htm,Timeout
"RM 776,000","Setapak, Kuala Lumpur","2-storey Terraced House For Sale, listed 5 hours ago","1,500",4,3,Freehold,https://www.mudah.my/freehold-termurah-double-storey-terrace-house-taman-setapak-kl-111281786.htm,Timeout
"RM 798,000","OUG, Kuala Lumpur","1.5-storey Terraced House For Sale, listed 4 days ago","1,600",4,2,Freehold,https://www.mudah.my/fully-renovated-single-storey-freehold-residence-in-oug-111234350.htm,Timeout
"RM 565,000","Setapak, Kuala Lumpur","2-storey Terraced House For Sale, listed 1 day ago",880,3,2,Freehold,https://www.mudah.my/double-storey-terrace-taman-sri-rampai-setapak-kuala-lumpur-111271140.htm,"Parking, Playground, Minimart, Jogging Track"
"RM 575,000","Setapak, Kuala Lumpur","1.5-storey Terraced House For Sale, listed 1 day ago","1,400",3,2,Leasehold,https://www.mudah.my/1-5-storey-terrace-taman-setapak-indah-kl-111270796.htm,"Parking, Playground, Minimart, Jogging Track"
"RM 950,000","Serdang, Kuala Lumpur","Semi-Detached House For Sale, listed 1 day ago","5,096",4,4,Leasehold,https://www.mudah.my/corner-huge-landed-5096sf-villa-perdana-equine-below-bank-value-800k-111270784.htm,"Parking, Security, Playground, Jogging Track"
"RM 1,060,000","Cheras, Kuala Lumpur","2-storey Terraced House For Sale, listed 1 day ago","3,800",6,4,Freehold,https://www.mudah.my/corner-lot-double-storey-taman-megah-2-cheras-bandar-tun-hussein-onn-110927402.htm,Timeout
"RM 1,900,000","Taman Melawati, Kuala Lumpur","Semi-Detached House For Sale, listed 1 day ago","4,505",5,5,Leasehold,https://www.mudah.my/semi-d-corner-lot-renovated-extra-parking-111270667.htm,"Parking, Security, Playground"
"RM 650,000","Gombak, Kuala Lumpur","2-storey Terraced House For Sale, listed 1 day ago","1,400",4,3,Leasehold,https://www.mudah.my/facing-open-double-storey-taman-pinggiran-batu-caves-gombak-110225979.htm,Timeout
"RM 1,400,000","Ampang, Kuala Lumpur","2-storey Terraced House For Sale, listed 1 day ago","33,000",7,4,Leasehold,https://www.mudah.my/gated-guarded-corner-lot-2-5-storey-taman-ukay-perdana-ampang-110744032.htm,"Parking, Security"
"RM 4,200,000","Taman Melawati, Kuala Lumpur","Bungalow House For Sale, listed 1 day ago","6,425",6,7,Freehold,https://www.mudah.my/private-pool-6r7b-3-storey-bungalow-20-trees-west-taman-melawati-111270160.htm,"Parking, Security, Swimming Pool, Club house"
"RM 850,000","Cheras, Kuala Lumpur","2-storey Terraced House For Sale, listed 1 day ago","4,126",4,4,Freehold,https://www.mudah.my/freehold-2-storey-link-house-corner-lot-taman-desa-cheras-111270146.htm,Timeout
